urun_fiyat,urun_puan,ekran_ekran_boyutu,ekran_ekran_teknolojisi,ekran_ekran_çözünürlüğü_standardı,ekran_ekran_yenileme_hızı,ekran_ekran_dayanıklılığı,batarya_batarya_kapasitesi_tipik,batarya_hızlı_şarj,batarya_hızlı_şarj_gücü_maks.,batarya_kablosuz_şarj,kamera_kamera_çözünürlüğü,kamera_optik_görüntü_sabitleyici_ois,kamera_video_kayıt_çözünürlüğü,kamera_video_fps_değeri,kamera_ön_kamera_çözünürlüğü,temel_donanim_yonga_seti_chipset,temel_donanim_cpu_çekirdeği,temel_donanim_cpu_üretim_teknolojisi,temel_donanim_antutu_puanı_v10,temel_donanim_bellek_ram,temel_donanim_dahili_depolama,tasarim_kalınlık,tasarim_ağırlık,tasarim_gövde_malzemesi_kapak,ağ_bağlantilari_5g,kablosuz_bağlantilar_bluetooth_versiyonu,kablosuz_bağlantilar_nfc,i̇şleti̇m_si̇stemi̇_i̇şletim_sistemi,özelli̇kler_suya_dayanıklılık,özelli̇kler_suya_dayanıklılık_seviyesi
44999.00,71,6.1 İnç,Dynamic AMOLED,FHD+,120 Hz,Corning Gorilla Glass Victus 2,3900 mAh,Var,25 W,Var,50 MP,Var,4320p (Ultra HD) 8K,30 fps,12 MP,Qualcomm Snapdragon 8 Gen 2 (SM8550-AB),8 Çekirdek,4 nm,1.524.200 Puan,8 GB,128 GB,7.6 mm,168 Gram,Cam,Var,5.3,Var,Android,Var,IPX8
9976.05,52,6.7 İnç,AMOLED,FHD+,120 Hz,Corning Gorilla Glass 5,5000 mAh,Var,33 W,Yok,50 MP,Yok,1440p (Quad HD) 2K,30 fps,16 MP,MediaTek Helio G99 (MT6789),8 Çekirdek,6 nm,415.200 Puan,8 GB,256 GB,7.96 mm,188 Gram,Cam,Yok,5.2,Var,Android,Yok,
24490.56,71,6.67 İnç,AMOLED,FHD+,144 Hz,Corning Gorilla Glass 5,5000 mAh,Var,67 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,20 MP,MediaTek Dimensity 8200,8 Çekirdek,4 nm,934.100 Puan,12 GB,256 GB,8.62 mm,197 Gram,Cam | Kauçuk/Plastik (Deri Görünümlü),Var,5.4,Var,Android,Var,IPX8
93000.00,82,6.5 İnç,Dynamic AMOLED,FHD+,120 Hz,Corning Gorilla Glass Ceramic 2,4400 mAh,Var,25 W,Var,200 MP,Var,4320p (Ultra HD) 8K,30 fps,10 MP,Qualcomm Snapdragon 8 Elite,8 Çekirdek,3 nm,1.995.100 Puan,12 GB,512 GB,8.9 mm,215 Gram,Cam,Var,5.4,Var,Android,Var,IPX8
9499.00,49,6.72 İnç,IPS LCD,FHD+,90 Hz,ArmorShell Tempered Glass,5828 mAh,Var,45 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,MediaTek Helio G92,8 Çekirdek,12 nm,279.100 Puan,8 GB,128 GB,7.99 mm,196 Gram,Plastik (Cam Görünümlü),Yok,5.0,Var,Android,Var,IPX9
6704.64,40,6.3 İnç,IPS LCD,FHD+,60 Hz,Corning Gorilla Glass 5,4000 mAh,Var,18 W,Yok,48 MP,Yok,2160p (Ultra HD) 4K,30 fps,13 MP,Qualcomm Snapdragon 665 (SM6125),8 Çekirdek,11 nm,250.300 Puan,4 GB,64 GB,8.35 mm,190 Gram,Cam,Yok,4.2,Yok,Android,Var,Sadece Sıçramalara Karşı
55347.05,83,6.7 İnç,Dynamic AMOLED,QHD+,120 Hz,Corning Gorilla Glass Ceramic 2,3900 mAh,Var,25 W,Var,200 MP,Var,4320p (Ultra HD) 8K,30 fps,12 MP,Qualcomm Snapdragon 8 Elite,8 Çekirdek,3 nm,2.161.200 Puan,12 GB,512 GB,5.8 mm,163 Gram,Cam,Var,5.4,Var,Android,Var,IPX8
33902.50,73,6.1 İnç,Dynamic AMOLED,FHD+,120 Hz,Corning Gorilla Glass Victus 2,3900 mAh,Var,25 W,Var,50 MP,Var,4320p (Ultra HD) 8K,30 fps,12 MP,Qualcomm Snapdragon 8 Gen 2 (SM8550-AB),8 Çekirdek,4 nm,1.591.500 Puan,8 GB,256 GB,7.6 mm,168 Gram,Cam,Var,5.3,Var,Android,Var,IPX8
23789.00,65,6.78 İnç,AMOLED,FHD+,144 Hz,Corning Gorilla Glass 7i,5200 mAh,Var,45 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,50 MP,MediaTek Dimensity 7300,8 Çekirdek,4 nm,733.500 Puan,12 GB,256 GB,7.29 mm,178 Gram,,Var,5.4,Var,Android,Var,IPX9
39900.00,75,6.7 İnç,Dynamic AMOLED,FHD+,120 Hz,Corning Gorilla Glass Victus+,4900 mAh,Var,45 W,Var,50 MP,Var,4320p (Ultra HD) 8K,30 fps,12 MP,Samsung Exynos 2400,10 Çekirdek,4 nm,1.810.600 Puan,8 GB,512 GB,7.4 mm,190 Gram,Cam,Var,5.4,Var,Android,Var,IPX8
12799.00,,6.78 İnç,AMOLED,FHD+,144 Hz,Corning Gorilla Glass 7i,5200 mAh,Var,45 W,Yok,50 MP,Yok,1440p (Quad HD) 2K,30 fps,13 MP,MediaTek Helio G100,8 Çekirdek,6 nm,446.000 Puan,8 GB,256 GB,6.69 mm,170 Gram,Plastik (Cam Görünümlü),Yok,5.4,Var,Android,Var,IPX4
17879.04,65,6.67 İnç,AMOLED,FHD+,120 Hz,Corning Gorilla Glass 5,5000 mAh,Var,67 W,Yok,64 MP,Var,2160p (Ultra HD) 4K,30 fps,16 MP,Qualcomm Snapdragon 7+ Gen 2 (SM7475-AB),8 Çekirdek,4 nm,1.134.500 Puan,12 GB,256 GB,7.9 mm,181 Gram,Plastik (Cam Görünümlü),Var,5.3,Var,Android,Var,IPX3
22847.34,71,6.67 İnç,AMOLED,FHD+,120 Hz,Corning Gorilla Glass Victus,5000 mAh,Var,90 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,60 fps,20 MP,Qualcomm Snapdragon 8s Gen 3 (SM8635),8 Çekirdek,4 nm,1.510.100 Puan,12 GB,512 GB,7.8 mm,179 Gram,Plastik (Cam Görünümlü),Var,5.4,Var,Android,Var,IPX4
17879.04,65,6.67 İnç,AMOLED,FHD+,120 Hz,Corning Gorilla Glass 5,5000 mAh,Var,67 W,Yok,64 MP,Var,2160p (Ultra HD) 4K,30 fps,16 MP,Qualcomm Snapdragon 7+ Gen 2 (SM7475-AB),8 Çekirdek,4 nm,1.134.500 Puan,12 GB,256 GB,7.9 mm,181 Gram,Plastik (Cam Görünümlü),Var,5.3,Var,Android,Var,IPX3
22847.34,71,6.67 İnç,AMOLED,FHD+,120 Hz,Corning Gorilla Glass Victus,5000 mAh,Var,90 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,60 fps,20 MP,Qualcomm Snapdragon 8s Gen 3 (SM8635),8 Çekirdek,4 nm,1.510.100 Puan,12 GB,512 GB,7.8 mm,179 Gram,Plastik (Cam Görünümlü),Var,5.4,Var,Android,Var,IPX4
29330.88,67,6.4 İnç,Dynamic AMOLED,FHD+,120 Hz,Corning Gorilla Glass 5,4500 mAh,Var,25 W,Var,50 MP,Var,4320p (Ultra HD) 8K,24 fps,10 MP,Samsung Exynos 2200,8 Çekirdek,4 nm,1.257.500 Puan,8 GB,128 GB,8.2 mm,209 Gram,Cam,Var,5.3,Var,Android,Var,IPX8
12271.25,51,6.9 İnç,IPS LCD,HD+,120 Hz,,6000 mAh,Var,33 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,MediaTek Dimensity 6300,8 Çekirdek,6 nm,419.900 Puan,8 GB,256 GB,8.2 mm,211 Gram,Plastik (Cam Görünümlü),Var,5.4,Var,Android,Var,IPX4
39883.75,82,6.67 İnç,AMOLED,FHD+,144 Hz,Xiaomi Longjing Glass,5000 mAh,Var,120 W,Var,50 MP,Var,4320p (Ultra HD) 8K,30 fps,32 MP,MediaTek Dimensity 9300+,8 Çekirdek,4 nm,2.017.000 Puan,12 GB,256 GB,8.39 mm,209 Gram,Cam,Var,5.4,Var,Android,Var,IPX8
,77,6.78 İnç,AMOLED,FHD+,120 Hz,,5200 mAh,Var,100 W,Var,50 MP,Var,2160p (Ultra HD) 4K,60 fps,50 MP,Qualcomm Snapdragon 8s Gen 3 (SM8635),8 Çekirdek,4 nm,1.281.700 Puan,12 GB,512 GB,8.2 mm,199 Gram,Cam,Var,5.3,Var,Android,Var,IPX5
,64,6.4 İnç,Dynamic AMOLED,QHD+,60 Hz,Corning Gorilla Glass 6,4100 mAh,Var,15 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,10 MP,Samsung Exynos 9 Series 9820,8 Çekirdek,8 nm,643.700 Puan,8 GB,128 GB,7.8 mm,175 Gram,Cam,Yok,5.0,Var,Android,Var,IPX8
65999.00,96,6.85 İnç,AMOLED,FHD+,144 Hz,,7200 mAh,Var,80 W,Var,50 MP,Var,4320p (Ultra HD) 8K,30 fps,16 MP,Qualcomm Snapdragon 8 Elite Gen 5,8 Çekirdek,3 nm,2.941.800 Puan,16 GB,1 TB,8.6 mm,227 Gram,Cam,Var,6.0,Var,Android,Var,IPX9
161314.45,93,6.9 İnç,OLED,FHD+,120 Hz,Corning Ceramic Shield Glass (Gen2),4832 mAh,Var,40 W,Var,48 MP,Var,2160p (Ultra HD) 4K,60 fps,18 MP,Apple A19 Pro,6 Çekirdek,3 nm,2.697.900 Puan,12 GB,2 TB,8.75 mm,231 Gram,Cam,Var,6.0,Var,iOS,Var,IPX8
10580.16,,6.67 İnç,IPS LCD,HD+,120 Hz,,5200 mAh,Var,45 W,Yok,50 MP,Yok,,,8 MP,MediaTek Helio G91,8 Çekirdek,12 nm,,8 GB,256 GB,7.67 mm,188 Gram,,Yok,5.4,Var,Android,Var,IPX4
14749.00,58,6.78 İnç,AMOLED,FHD+,120 Hz,,5200 mAh,Var,45 W,Yok,50 MP,Var,1440p (Quad HD) 2K,30 fps,32 MP,MediaTek Helio G100,8 Çekirdek,6 nm,432.400 Puan,8 GB,256 GB,7.34 mm,177 Gram,,Yok,5.4,Var,Android,Var,IPX6
31999.00,79,6.73 İnç,AMOLED,QHD+,120 Hz,Corning Gorilla Glass Victus,4820 mAh,Var,120 W,Var,50 MP,Var,4320p (Ultra HD) 8K,24 fps,32 MP,Qualcomm Snapdragon 8 Gen 2 (SM8550-AB),8 Çekirdek,4 nm,1.559.800 Puan,12 GB,256 GB,8.38 mm,229 Gram,,Var,5.3,Var,Android,Var,IPX8
9199.00,46,6.9 İnç,IPS LCD,HD+,120 Hz,,6000 mAh,Var,33 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,MediaTek Helio G81,8 Çekirdek,12 nm,264.000 Puan,6 GB,128 GB,7.99 mm,205 Gram,,Yok,5.4,Var,Android,Var,IPX4
34199.00,,6.77 İnç,AMOLED,FHD+,120 Hz,Vivo Diamond Shield Glass,6500 mAh,Var,90 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,50 MP,Qualcomm Snapdragon 7 Gen 4 (SM7750-AB),8 Çekirdek,4 nm,,12 GB,256 GB,7.75 mm,200 Gram,Cam | Plastik (Cam Görünümlü),Var,5.4,Var,Android,Var,IPX9
6799.00,41,6.74 İnç,IPS LCD,HD+,90 Hz,,5500 mAh,Var,15 W,Yok,13 MP,Yok,1080p (Full HD),30 fps,5 MP,Unisoc T7225,8 Çekirdek,12 nm,248.100 Puan,4 GB,128 GB,8.19 mm,199 Gram,Plastik (Cam Görünümlü),Yok,5.4,Yok,Android,Var,IPX4
31515.00,72,6.7 İnç,Dynamic AMOLED,FHD+,120 Hz,Corning Gorilla Glass Victus+,4700 mAh,Var,25 W,Var,50 MP,Var,4320p (Ultra HD) 8K,30 fps,10 MP,Samsung Exynos 2400e,10 Çekirdek,4 nm,1.788.500 Puan,8 GB,128 GB,8 mm,213 Gram,Cam,Var,5.3,Var,Android,Var,IPX8
12890.20,53,6.67 İnç,Super AMOLED,FHD+,120 Hz,Dragontrail Pro,5000 mAh,Var,33 W,Yok,50 MP,Yok,2160p (Ultra HD) 4K,30 fps,16 MP,MediaTek Dimensity 7300,8 Çekirdek,4 nm,646.600 Puan,8 GB,128 GB,9 mm,197 Gram,Plastik,Var,5.3,Yok,Android,Var,IPX2
28649.04,61,6.7 İnç,Super AMOLED,FHD+,120 Hz,Corning Gorilla Glass 5,5000 mAh,Var,25 W,Yok,108 MP,Var,2160p (Ultra HD) 4K,30 fps,32 MP,Qualcomm Snapdragon 778G (SM7325),8 Çekirdek,6 nm,,8 GB,128 GB,7.6 mm,181 Gram,,Var,5.0,Var,Android,Var,IPX7
28795.98,,6.83 İnç,AMOLED,FHD+,120 Hz,Corning Gorilla Glass Victus 2,6500 mAh,Var,100 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,32 MP,Qualcomm Snapdragon 7s Gen 4 (SM7635-AC),8 Çekirdek,4 nm,837.700 Puan,12 GB,512 GB,8.31 mm,205.9 Gram,,Var,5.4,Var,Android,Var,IPX9K
24999.00,64,6.77 İnç,AMOLED,FHD+,120 Hz,Panda Glass,5000 mAh,Var,50 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,32 MP,Qualcomm Snapdragon 7s Gen 3 (SM7635),8 Çekirdek,4 nm,770.100 Puan,12 GB,256 GB,8.35 mm,201 Gram,Cam,Var,5.4,Var,Android,Var,IPX4
98868.26,79,6.7 İnç,OLED,FHD+,120 Hz,Corning Ceramic Shield Glass,4323 mAh,Var,20 W,Var,48 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,Apple A16 Bionic,6 Çekirdek,4 nm,1.761.400 Puan,6 GB,256 GB,7.85 mm,240 Gram,Cam,Var,5.3,Var,iOS,Var,IPX8
,72,6.7 İnç,OLED,FHD+,120 Hz,Corning Ceramic Shield Glass,4352 mAh,Var,20 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,Apple A15 Bionic,6 Çekirdek,5 nm,1.438.500 Puan,6 GB,128 GB,7.65 mm,240 Gram,Cam,Var,5.0,Var,iOS,Var,IPX8
,37,6.3 İnç,IPS LCD,FHD+,60 Hz,,3750 mAh,Var,18 W,Yok,20 MP,Yok,1080p (Full HD),60 fps,24 MP,Huawei Kirin 710,8 Çekirdek,12 nm,229.700 Puan,4 GB,64 GB,7.6 mm,172 Gram,Cam,Yok,4.2,Var,Android,Yok,
16232.35,61,6.6 İnç,Super AMOLED,FHD+,120 Hz,Corning Gorilla Glass 5,5000 mAh,Var,25 W,Yok,48 MP,Var,2160p (Ultra HD) 4K,30 fps,13 MP,MediaTek Dimensity 1080 (MT6877V/TTZA),8 Çekirdek,6 nm,560.100 Puan,8 GB,256 GB,8.2 mm,199 Gram,Plastik (Cam Görünümlü),Var,5.3,Var,Android,Var,IPX7
10699.00,,6.67 İnç,IPS LCD,HD+,90 Hz,,6000 mAh,Var,45 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,5 MP,Qualcomm Snapdragon 6s Gen 1 (SM6115-AC),8 Çekirdek,11 nm,,8 GB,256 GB,7.99 mm,193 Gram,,Yok,5.0,Var,Android,Var,IPX5
14800.00,63,6.78 İnç,AMOLED,FHD+,144 Hz,Corning Gorilla Glass 5,5000 mAh,Var,68 W,Yok,108 MP,Var,2160p (Ultra HD) 4K,60 fps,50 MP,MediaTek Dimensity 8020,8 Çekirdek,6 nm,774.700 Puan,8 GB,256 GB,7.9 mm,185 Gram,Cam,Var,,Var,Android,Var,IPX3
24999.00,,6.77 İnç,AMOLED,FHD+,120 Hz,,6500 mAh,Var,90 W,Yok,50 MP,Yok,2160p (Ultra HD) 4K,30 fps,32 MP,MediaTek Dimensity 7360,8 Çekirdek,4 nm,,12 GB,256 GB,7.69 mm,194 Gram,,Var,5.4,Var,Android,Var,IPX5
26520.96,63,6.5 İnç,Super AMOLED,FHD+,120 Hz,Corning Gorilla Glass 3,4500 mAh,Var,25 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,32 MP,Qualcomm Snapdragon 865 (SM8250),8 Çekirdek,7 nm,802.900 Puan,6 GB,128 GB,8.4 mm,190 Gram,Polimer (Cam Görünümlü),Yok,5.0,Var,Android,Var,IPX8
,24,5.5 İnç,TFT LCD,FHD,60 Hz,Corning Gorilla Glass 4,3300 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,8 MP,Samsung Exynos 7 Octa 7870,8 Çekirdek,14 nm,,3 GB,16 GB,8 mm,167 Gram,Metal,Yok,4.1,Yok,Android,Yok,
139999.00,93,6.9 İnç,OLED,FHD+,120 Hz,Corning Ceramic Shield Glass (Gen2),4832 mAh,Var,40 W,Var,48 MP,Var,2160p (Ultra HD) 4K,60 fps,18 MP,Apple A19 Pro,6 Çekirdek,3 nm,2.697.900 Puan,12 GB,1 TB,8.75 mm,231 Gram,Cam,Var,6.0,Var,iOS,Var,IPX8
36286.20,77,6.83 İnç,AMOLED,FHD+,120 Hz,Corning Gorilla Glass 7i,6500 mAh,Var,90 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,60 fps,20 MP,Qualcomm Snapdragon 8s Gen 4 (SM8735),8 Çekirdek,4 nm,2.024.800 Puan,12 GB,256 GB,8.2 mm,215.7 Gram,Cam,Var,6.0,Var,Android,Var,IPX8
12271.25,51,6.9 İnç,IPS LCD,HD+,120 Hz,,6000 mAh,Var,33 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,MediaTek Dimensity 6300,8 Çekirdek,6 nm,419.900 Puan,8 GB,256 GB,8.2 mm,211 Gram,Plastik (Cam Görünümlü),Var,5.4,Var,Android,Var,IPX4
39883.75,82,6.67 İnç,AMOLED,FHD+,144 Hz,Xiaomi Longjing Glass,5000 mAh,Var,120 W,Var,50 MP,Var,4320p (Ultra HD) 8K,30 fps,32 MP,MediaTek Dimensity 9300+,8 Çekirdek,4 nm,2.017.000 Puan,12 GB,256 GB,8.39 mm,209 Gram,Cam,Var,5.4,Var,Android,Var,IPX8
,77,6.78 İnç,AMOLED,FHD+,120 Hz,,5200 mAh,Var,100 W,Var,50 MP,Var,2160p (Ultra HD) 4K,60 fps,50 MP,Qualcomm Snapdragon 8s Gen 3 (SM8635),8 Çekirdek,4 nm,1.281.700 Puan,12 GB,512 GB,8.2 mm,199 Gram,Cam,Var,5.3,Var,Android,Var,IPX5
,58,6.5 İnç,OLED,FHD+,60 Hz,,3969 mAh,Var,18 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,Apple A13 Bionic,6 Çekirdek,7 nm,,4 GB,64 GB,8.1 mm,226 Gram,Cam,Yok,5.0,Var,iOS,Var,IPX8
,64,6.4 İnç,Dynamic AMOLED,QHD+,60 Hz,Corning Gorilla Glass 6,4100 mAh,Var,15 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,10 MP,Samsung Exynos 9 Series 9820,8 Çekirdek,8 nm,643.700 Puan,8 GB,128 GB,7.8 mm,175 Gram,Cam,Yok,5.0,Var,Android,Var,IPX8
65999.00,96,6.85 İnç,AMOLED,FHD+,144 Hz,,7200 mAh,Var,80 W,Var,50 MP,Var,4320p (Ultra HD) 8K,30 fps,16 MP,Qualcomm Snapdragon 8 Elite Gen 5,8 Çekirdek,3 nm,2.941.800 Puan,16 GB,1 TB,8.6 mm,227 Gram,Cam,Var,6.0,Var,Android,Var,IPX9
161314.45,93,6.9 İnç,OLED,FHD+,120 Hz,Corning Ceramic Shield Glass (Gen2),4832 mAh,Var,40 W,Var,48 MP,Var,2160p (Ultra HD) 4K,60 fps,18 MP,Apple A19 Pro,6 Çekirdek,3 nm,2.697.900 Puan,12 GB,2 TB,8.75 mm,231 Gram,Cam,Var,6.0,Var,iOS,Var,IPX8
10580.16,,6.67 İnç,IPS LCD,HD+,120 Hz,,5200 mAh,Var,45 W,Yok,50 MP,Yok,,,8 MP,MediaTek Helio G91,8 Çekirdek,12 nm,,8 GB,256 GB,7.67 mm,188 Gram,,Yok,5.4,Var,Android,Var,IPX4
14749.00,58,6.78 İnç,AMOLED,FHD+,120 Hz,,5200 mAh,Var,45 W,Yok,50 MP,Var,1440p (Quad HD) 2K,30 fps,32 MP,MediaTek Helio G100,8 Çekirdek,6 nm,432.400 Puan,8 GB,256 GB,7.34 mm,177 Gram,,Yok,5.4,Var,Android,Var,IPX6
31999.00,79,6.73 İnç,AMOLED,QHD+,120 Hz,Corning Gorilla Glass Victus,4820 mAh,Var,120 W,Var,50 MP,Var,4320p (Ultra HD) 8K,24 fps,32 MP,Qualcomm Snapdragon 8 Gen 2 (SM8550-AB),8 Çekirdek,4 nm,1.559.800 Puan,12 GB,256 GB,8.38 mm,229 Gram,,Var,5.3,Var,Android,Var,IPX8
12175.88,37,6.5 İnç,PLS,HD+,60 Hz,,5000 mAh,Var,15 W,Yok,48 MP,Yok,1080p (Full HD),30 fps,13 MP,Samsung Exynos 850,8 Çekirdek,8 nm,,4 GB,64 GB,8.9 mm,192 Gram,Plastik (Cam Görünümlü),Yok,5.0,Var,Android,Yok,
9199.00,46,6.9 İnç,IPS LCD,HD+,120 Hz,,6000 mAh,Var,33 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,MediaTek Helio G81,8 Çekirdek,12 nm,264.000 Puan,6 GB,128 GB,7.99 mm,205 Gram,,Yok,5.4,Var,Android,Var,IPX4
34199.00,,6.77 İnç,AMOLED,FHD+,120 Hz,Vivo Diamond Shield Glass,6500 mAh,Var,90 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,50 MP,Qualcomm Snapdragon 7 Gen 4 (SM7750-AB),8 Çekirdek,4 nm,,12 GB,256 GB,7.75 mm,200 Gram,Cam | Plastik (Cam Görünümlü),Var,5.4,Var,Android,Var,IPX9
6799.00,41,6.74 İnç,IPS LCD,HD+,90 Hz,,5500 mAh,Var,15 W,Yok,13 MP,Yok,1080p (Full HD),30 fps,5 MP,Unisoc T7225,8 Çekirdek,12 nm,248.100 Puan,4 GB,128 GB,8.19 mm,199 Gram,Plastik (Cam Görünümlü),Yok,5.4,Yok,Android,Var,IPX4
31515.00,72,6.7 İnç,Dynamic AMOLED,FHD+,120 Hz,Corning Gorilla Glass Victus+,4700 mAh,Var,25 W,Var,50 MP,Var,4320p (Ultra HD) 8K,30 fps,10 MP,Samsung Exynos 2400e,10 Çekirdek,4 nm,1.788.500 Puan,8 GB,128 GB,8 mm,213 Gram,Cam,Var,5.3,Var,Android,Var,IPX8
12890.20,53,6.67 İnç,Super AMOLED,FHD+,120 Hz,Dragontrail Pro,5000 mAh,Var,33 W,Yok,50 MP,Yok,2160p (Ultra HD) 4K,30 fps,16 MP,MediaTek Dimensity 7300,8 Çekirdek,4 nm,646.600 Puan,8 GB,128 GB,9 mm,197 Gram,Plastik,Var,5.3,Yok,Android,Var,IPX2
28649.04,61,6.7 İnç,Super AMOLED,FHD+,120 Hz,Corning Gorilla Glass 5,5000 mAh,Var,25 W,Yok,108 MP,Var,2160p (Ultra HD) 4K,30 fps,32 MP,Qualcomm Snapdragon 778G (SM7325),8 Çekirdek,6 nm,,8 GB,128 GB,7.6 mm,181 Gram,,Var,5.0,Var,Android,Var,IPX7
28795.98,,6.83 İnç,AMOLED,FHD+,120 Hz,Corning Gorilla Glass Victus 2,6500 mAh,Var,100 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,32 MP,Qualcomm Snapdragon 7s Gen 4 (SM7635-AC),8 Çekirdek,4 nm,837.700 Puan,12 GB,512 GB,8.31 mm,205.9 Gram,,Var,5.4,Var,Android,Var,IPX9K
24999.00,64,6.77 İnç,AMOLED,FHD+,120 Hz,Panda Glass,5000 mAh,Var,50 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,32 MP,Qualcomm Snapdragon 7s Gen 3 (SM7635),8 Çekirdek,4 nm,770.100 Puan,12 GB,256 GB,8.35 mm,201 Gram,Cam,Var,5.4,Var,Android,Var,IPX4
98868.26,79,6.7 İnç,OLED,FHD+,120 Hz,Corning Ceramic Shield Glass,4323 mAh,Var,20 W,Var,48 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,Apple A16 Bionic,6 Çekirdek,4 nm,1.761.400 Puan,6 GB,256 GB,7.85 mm,240 Gram,Cam,Var,5.3,Var,iOS,Var,IPX8
,72,6.7 İnç,OLED,FHD+,120 Hz,Corning Ceramic Shield Glass,4352 mAh,Var,20 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,Apple A15 Bionic,6 Çekirdek,5 nm,1.438.500 Puan,6 GB,128 GB,7.65 mm,240 Gram,Cam,Var,5.0,Var,iOS,Var,IPX8
,74,6.8 İnç,Dynamic AMOLED,QHD+,120 Hz,Corning Gorilla Glass Victus,5000 mAh,Var,25 W,Var,108 MP,Var,4320p (Ultra HD) 8K,24 fps,40 MP,Samsung Exynos 2100,8 Çekirdek,5 nm,986.700 Puan,12 GB,256 GB,8.9 mm,229 Gram,Cam,Var,5.2,Var,Android,Var,IPX8
,58,5.4 İnç,OLED,FHD+,60 Hz,Corning Ceramic Shield Glass,2227 mAh,Var,20 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,Apple A14 Bionic,6 Çekirdek,5 nm,1.113.100 Puan,4 GB,64 GB,7.4 mm,135 Gram,Cam,Var,5.0,Var,iOS,Var,IPX8
,37,6.3 İnç,IPS LCD,FHD+,60 Hz,,3750 mAh,Var,18 W,Yok,20 MP,Yok,1080p (Full HD),60 fps,24 MP,Huawei Kirin 710,8 Çekirdek,12 nm,229.700 Puan,4 GB,64 GB,7.6 mm,172 Gram,Cam,Yok,4.2,Var,Android,Yok,
16232.35,61,6.6 İnç,Super AMOLED,FHD+,120 Hz,Corning Gorilla Glass 5,5000 mAh,Var,25 W,Yok,48 MP,Var,2160p (Ultra HD) 4K,30 fps,13 MP,MediaTek Dimensity 1080 (MT6877V/TTZA),8 Çekirdek,6 nm,560.100 Puan,8 GB,256 GB,8.2 mm,199 Gram,Plastik (Cam Görünümlü),Var,5.3,Var,Android,Var,IPX7
,50,6.4 İnç,Super AMOLED,FHD+,60 Hz,Corning Gorilla Glass 3,6000 mAh,Var,15 W,Yok,64 MP,Yok,2160p (Ultra HD) 4K,30 fps,32 MP,Samsung Exynos 7 Series 9611,8 Çekirdek,10 nm,313.400 Puan,6 GB,128 GB,8.9 mm,191 Gram,Polikarbonat,Yok,5.0,Var,Android,Yok,
12360.75,53,6.47 İnç,AMOLED,FHD+,60 Hz,Corning Gorilla Glass 5,5260 mAh,Var,30 W,Yok,108 MP,Var,2160p (Ultra HD) 4K,30 fps,32 MP,Qualcomm Snapdragon 730G (SM7150-AB),8 Çekirdek,8 nm,370.700 Puan,6 GB,128 GB,9.67 mm,208 Gram,Cam,Yok,5.0,Var,Android,Yok,
10699.00,,6.67 İnç,IPS LCD,HD+,90 Hz,,6000 mAh,Var,45 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,5 MP,Qualcomm Snapdragon 6s Gen 1 (SM6115-AC),8 Çekirdek,11 nm,,8 GB,256 GB,7.99 mm,193 Gram,,Yok,5.0,Var,Android,Var,IPX5
14800.00,63,6.78 İnç,AMOLED,FHD+,144 Hz,Corning Gorilla Glass 5,5000 mAh,Var,68 W,Yok,108 MP,Var,2160p (Ultra HD) 4K,60 fps,50 MP,MediaTek Dimensity 8020,8 Çekirdek,6 nm,774.700 Puan,8 GB,256 GB,7.9 mm,185 Gram,Cam,Var,,Var,Android,Var,IPX3
